HPO,Name,Base term frequency,Propagated frequency
HP:0001884,Talipes calcaneovalgus,0.0014671,0.001467767
HP:0001256,"Intellectual disability, mild",0.001467767,0.001467767
HP:0003287,Abnormality of mitochondrial metabolism,0.000920939,0.0014671
HP:0004808,Acute myeloid leukemia,0.001466433,0.001466433
HP:0001761,Pes cavus,0.001465099,0.001465099
HP:0004326,Cachexia,0.001463766,0.001463766
HP:0012734,Ketotic hypoglycemia,0.001461765,0.001461765
HP:0003367,Abnormal femoral neck morphology,6.67E-07,0.001459764
HP:0033176,Submandibular lymph node enlargement,0.001459098,0.001459098
HP:0010518,Thyroglossal cyst,0.00145643,0.00145643
HP:0005743,Avascular necrosis of the capital femoral epiphysis,0.001451095,0.001451095
HP:0001101,Iritis,0.001451095,0.001451095
HP:0033188,Cystic acne,0.001449095,0.001449095
HP:0010959,Congenital cystic adenomatoid malformation of the lung,0.001448428,0.001448428
HP:0000832,Primary hypothyroidism,0.001447761,0.001447761
HP:0032867,Refractory status epilepticus,0.001442426,0.001445093
HP:0011095,Overjet,0.001444427,0.001444427
HP:0010872,T-wave inversion,0.001443093,0.001443093
HP:0003201,Rhabdomyolysis,0.001439759,0.001439759
HP:0006934,Congenital nystagmus,0.001375073,0.001438425
HP:0010991,Abnormal morphology of the abdominal musculature,6.67E-07,0.001437758
HP:0000160,Narrow mouth,0.001437091,0.001437091
HP:0000966,Hypohidrosis,0.001434424,0.001434424
HP:0000113,Polycystic kidney dysplasia,0.001433757,0.001433757
HP:0002996,Limited elbow movement,1.00E-05,0.001431756
HP:0005101,High-frequency hearing impairment,0.001431089,0.001431089
HP:0001540,Diastasis recti,0.001427755,0.001427755
HP:0020103,Invasive pulmonary aspergillosis,0.001427755,0.001427755
HP:0025273,Achilles tendonitis,0.001427088,0.001427088
HP:0010807,Open bite,0.001233698,0.001420419
HP:0007700,Ocular anterior segment dysgenesis,7.80E-05,0.001418419
HP:0000326,Abnormality of the maxilla,3.33E-06,0.001418419
HP:0006000,Ureteral obstruction,0.000298755,0.001416418
HP:0032118,Retinitis,0.001412417,0.001412417
HP:0008366,Contractures involving the joints of the feet,0.000138041,0.001411083
HP:0031368,Intestinal perforation,0.001116997,0.001410417
HP:0011927,Short digit,5.13E-05,0.001408416
HP:0000963,Thin skin,0.001407749,0.001407749
HP:0030031,Small toe,0.001407082,0.001407082
HP:0002717,Adrenal overactivity,0,0.001403748
HP:0002110,Bronchiectasis,0.001403081,0.001403081
HP:0003281,Increased serum ferritin,0.00139908,0.00139908
HP:0010815,Nevus sebaceous,0.001361735,0.001397079
HP:0031729,Moderate hypermetropia,0.001396412,0.001396412
HP:0031072,Abnormal endocrine physiology,0,0.001396412
HP:0031218,Inappropriate antidiuretic hormone secretion,0.001396412,0.001396412
HP:0002091,Restrictive ventilatory defect,0.001395079,0.001395079
HP:0012251,ST segment elevation,0.001395079,0.001395079
HP:0002206,Pulmonary fibrosis,0.00138841,0.00138841
HP:0030846,Abnormality of venous physiology,0,0.001387743
HP:0032792,Tonic seizure,0.001378407,0.001384409
HP:0032807,Neonatal seizure,0.001384409,0.001384409
HP:0012050,Anasarca,0.001383075,0.001383075
HP:0001770,Toe syndactyly,0.001318389,0.001379741
HP:0200128,Biventricular hypertrophy,0.001379074,0.001379074
HP:0041053,Fractured head,0.00137774,0.00137774
HP:0011800,Midface retrusion,0.001375073,0.001375073
HP:0012203,Onychomycosis,0.001375073,0.001375073
HP:0100542,Abnormal localization of kidney,0,0.001373072
HP:0000433,Abnormality of the nasal mucosa,0,0.001372405
HP:0100582,Nasal polyposis,0.001372405,0.001372405
HP:0000055,Abnormality of female external genitalia,1.33E-06,0.001371072
HP:0004354,Abnormal circulating carboxylic acid concentration,0,0.001364403
HP:0000744,Low frustration tolerance,0.001363069,0.001363069
HP:0025252,Geographic tongue,0.001363069,0.001363069
HP:0025271,Esophageal spasms,0.001361735,0.001361735
HP:0001669,Transposition of the great arteries,0.00129705,0.001355067
HP:0001262,Excessive daytime somnolence,0.001352399,0.001352399
HP:0002630,Fat malabsorption,0.000777563,0.001352399
HP:0007375,Abnormality of the septum pellucidum,1.33E-06,0.001351066
HP:0000756,Agoraphobia,0.001351066,0.001351066
HP:0000829,Hypoparathyroidism,0.001350399,0.001350399
HP:0008057,Aplasia/Hypoplasia affecting the fundus,0,0.001350399
HP:0003645,Prolonged partial thromboplastin time,0.001349732,0.001349732
HP:0000876,Oligomenorrhea,0.001345064,0.001345064
HP:0002362,Shuffling gait,0.001339729,0.001339729
HP:0006721,Acute lymphoblastic leukemia,0.001310387,0.001337728
HP:0010734,Fibrous dysplasia of the bones,0.00048681,0.001337728
HP:0002140,Ischemic stroke,0.001327059,0.001334394
HP:0012764,Orthopnea,0.00133306,0.00133306
HP:0002933,Ventral hernia,0.001329059,0.001329059
HP:0005432,Transient hypogammaglobulinemia of infancy,0.001328392,0.001328392
HP:0030424,Epididymal cyst,0.001327725,0.001327725
HP:0030724,Central nervous system cyst,8.67E-06,0.001326392
HP:0100728,Germ cell neoplasia,1.80E-05,0.001319723
HP:0002652,Skeletal dysplasia,0.000776896,0.001319056
HP:0000358,Posteriorly rotated ears,0.001318389,0.001318389
HP:0008736,Hypoplasia of penis,9.34E-06,0.001317056
HP:0000331,Short chin,0.001313721,0.001313721
HP:0032046,Focal cortical dysplasia,0.000331431,0.001310387
HP:0001519,Disproportionate tall stature,0.00130972,0.00130972
HP:0002245,Meckel diverticulum,0.001309053,0.001309053
HP:0009734,Optic nerve glioma,0.001309053,0.001309053
HP:0001908,Hypoplastic anemia,1.53E-05,0.001305719
HP:0004810,Congenital hypoplastic anemia,0.001295716,0.001295716
HP:0011750,Neoplasm of the anterior pituitary,0,0.001295049
HP:0031110,Twin-to-twin transfusion,0.001293049,0.001293049
HP:0011723,Congenital malformation of the right heart,0,0.001292382
HP:0002893,Pituitary adenoma,0.000494146,0.001291048
HP:0410133,Chronic idiopathic urticaria,0.001289714,0.001289714
HP:0012680,Abnormality of the pineal gland,6.67E-07,0.001289047
HP:0012681,Abnormality of pineal morphology,0,0.001288381
HP:0012721,Venous malformation,0.001287047,0.001287047
HP:0000237,Small anterior fontanelle,0.001285713,0.001285713
HP:0012683,Pineal cyst,0.001284379,0.001284379
HP:0002667,Nephroblastoma,0.001281712,0.001281712
HP:0010450,Esophageal stenosis,0.000250741,0.001281045
HP:0000510,Rod-cone dystrophy,0.001278378,0.001278378
HP:0030670,Hamartoma of the orbital region,0,0.001278378
HP:0000591,Abnormal sclera morphology,6.67E-07,0.001277044
HP:0000288,Abnormality of the philtrum,4.00E-06,0.001276377
HP:0008207,Primary adrenal insufficiency,0.001139003,0.001275043
HP:0010568,Hamartoma of the eye,0,0.00127371
HP:0002673,Coxa valga,0.001270375,0.001270375
HP:0001539,Omphalocele,0.001270375,0.001270375
HP:0025430,High-pitched cry,0.001270375,0.001270375
HP:0025263,Stiff knee,0.001269708,0.001269708
HP:0005313,Arterial fibromuscular dysplasia,0.001267041,0.001267041
HP:3000030,Abnormality of bony orbit of skull,0,0.001265707
HP:0031150,Vitreomacular adhesion,0.001257705,0.001257705
HP:0001488,Bilateral ptosis,0.00125437,0.00125437
HP:0011145,Symptomatic seizures,0.000735551,0.00125437
HP:0008221,Adrenal hyperplasia,0.001251036,0.00125437
HP:0006695,Atrioventricular canal defect,0.00106098,0.001253704
HP:0008034,Abnormal iris pigmentation,1.33E-06,0.00125237
HP:0025322,Venous occlusion,0.00125237,0.00125237
HP:0032943,Abnormal urine pH,2.67E-06,0.001243034
HP:0012151,Hemothorax,0.001239033,0.001239033
HP:0012701,Bowel urgency,0.001238366,0.001238366
HP:0005387,Combined immunodeficiency,0.000426126,0.001235031
HP:0005112,Abdominal aortic aneurysm,0.001233031,0.001233031
HP:0009737,Lisch nodules,0.001233031,0.001233031
HP:0003812,Phenotypic variability,0.000535491,0.001232364
HP:0001238,Slender finger,0.000383447,0.001230363
HP:0009732,Plexiform neurofibroma,0.001226362,0.001226362
HP:0005469,Flat occiput,0.001222361,0.001222361
HP:0030149,Cardiogenic shock,0.001222361,0.001222361
HP:0010945,Fetal pyelectasis,0.00121836,0.00121836
HP:0011339,Abnormality of upper lip vermillion,2.67E-06,0.001215026
HP:0002749,Osteomalacia,0.001213025,0.001213025
HP:0003508,Proportionate short stature,0.000236737,0.001213025
HP:0008364,Abnormality of the calcaneus,0,0.001213025
HP:0010514,Hyperpituitarism,9.34E-06,0.001213025
HP:0032062,Mallory-Weiss tear,0.001211691,0.001211691
HP:0005518,Increased mean corpuscular volume,0.001211024,0.001211024
HP:0012389,Appendicular hypotonia,0.001210357,0.001210357
HP:0000589,Coloboma,0.001159676,0.001207023
HP:0031002,Neuritis,0.001155008,0.001202355
HP:0000105,Enlarged kidney,0.001198354,0.001198354
HP:0010576,Intracranial cystic lesion,4.00E-06,0.001194353
HP:0001571,Multiple impacted teeth,0.001193686,0.001193686
HP:0008499,High hypermetropia,0.001096324,0.001193019
HP:0002693,Abnormality of the skull base,1.33E-06,0.001190352
HP:0001528,Hemihypertrophy,0.001190352,0.001190352
HP:0001004,Lymphedema,0.001189685,0.001189685
HP:0410335,Insect allergy,0.000130705,0.001188351
HP:0000932,Abnormal posterior cranial fossa morphology,6.00E-05,0.001187684
HP:0100601,Eclampsia,0.00118635,0.00118635
HP:0001621,Weak voice,0.001185684,0.001185684
HP:0031853,Isomerism,6.87E-05,0.001183016
HP:0000499,Abnormal eyelash morphology,4.00E-06,0.001182349
HP:0005216,Impaired mastication,0.001180349,0.001180349
HP:0002043,Esophageal stricture,0.001179682,0.001179682
HP:0001543,Gastroschisis,0.001179015,0.001179015
HP:0000071,Ureteral stenosis,8.34E-05,0.001177681
HP:0002780,Bronchomalacia,0.000896265,0.001175014
HP:0410135,Cold urticaria,0.001172346,0.001172346
HP:0040321,Dark yellow urine,0.001171013,0.001171013
HP:0100315,Lewy bodies,0.001170346,0.001170346
HP:0012072,Aciduria,0.000977622,0.001167678
HP:0010882,Pulmonary valve atresia,0.001167678,0.001167678
HP:0031066,Abnormal ovarian physiology,0,0.001165678
HP:0000620,Dacryocystitis,0.001165011,0.001165011
HP:0011665,Takotsubo cardiomyopathy,0.001165011,0.001165011
HP:0012323,Sleep myoclonus,0.001163677,0.001163677
HP:0031886,Abnormal LDL cholesterol concentration,0,0.001159009
HP:0008209,Premature ovarian insufficiency,0.001159009,0.001159009
HP:0002072,Chorea,0.00094828,0.001156342
HP:0040141,Tardive dyskinesia,0.001156342,0.001156342
HP:0020076,Wrist ganglion,0.001154341,0.001154341
HP:0012020,Right aortic arch,0.001151007,0.001151673
HP:0001319,Neonatal hypotonia,0.001151007,0.001151007
HP:0005109,Abnormality of the Achilles tendon,0,0.001151007
HP:0012703,Abnormal subarachnoid space morphology,6.67E-07,0.001147005
HP:0008800,Limited hip movement,8.00E-06,0.001145672
HP:0001771,Achilles tendon contracture,0.001145005,0.001145005
HP:0002510,Spastic tetraplegia,0.001145005,0.001145005
HP:0012304,Hypoplastic aortic arch,0.001140337,0.001140337
HP:0041156,Fractured orbit of skull,0.001134335,0.001134335
HP:0031855,Right isomerism,6.14E-05,0.001133668
HP:0011013,Abnormal circulating carbohydrate concentration,0,0.001133001
HP:0005550,Chronic lymphatic leukemia,0.001132334,0.001132334
HP:0004742,Abnormal renal collecting system morphology,7.34E-06,0.001131001
HP:0040019,Finger clinodactyly,0.001044975,0.001130334
HP:0001284,Areflexia,0.001018301,0.001129
HP:0000402,Stenosis of the external auditory canal,0.001127666,0.001127666
HP:0000786,Primary amenorrhea,0.001126333,0.001126333
HP:0008058,Aplasia/Hypoplasia of the optic nerve,3.33E-06,0.001121665
HP:0030043,Hip subluxation,0.001120331,0.001120331
HP:0001019,Erythroderma,0.001117663,0.001117663
HP:0004970,Ascending tubular aorta aneurysm,0.001095657,0.00111633
HP:0006846,Acute encephalopathy,0.001106994,0.00111633
HP:0000074,Ureteropelvic junction obstruction,0.001114996,0.001114996
HP:0000807,Glandular hypospadias,0.001114996,0.001114996
HP:0005133,Right ventricular dilatation,0.001112329,0.001112329
HP:0011535,Abnormal atrial arrangement,0,0.001111662
HP:0004915,Impairment of galactose metabolism,6.67E-07,0.001110995
HP:0004919,Galactose intolerance,0.001110995,0.001110995
HP:0012024,Hypergalactosemia,0.001110995,0.001110995
HP:0000609,Optic nerve hypoplasia,0.0009016,0.001108994
HP:0011359,Dry hair,0.001108327,0.001108327
HP:0000239,Large fontanelles,0.000500815,0.001104993
HP:0008404,Nail dystrophy,0.001046976,0.001104993
HP:0002275,Poor motor coordination,0.000148044,0.001104993
HP:0000414,Bulbous nose,0.001103659,0.001103659
HP:0030991,Sclerosing cholangitis,0.001103659,0.001103659
HP:0002953,Vertebral compression fractures,0.001102326,0.001102326
HP:0010819,Atonic seizure,0.001102326,0.001102326
HP:0000162,Glossoptosis,0.001100992,0.001100992
HP:0100707,Abnormal astrocyte morphology,0,0.001100325
HP:0025596,Abnormal inferior oblique muscle physiology,0,0.001099658
HP:0025373,Interictal EEG abnormality,4.00E-06,0.001098324
HP:0002588,Duodenal ulcer,0.001098324,0.001098324
HP:0030747,Preterm intraventricular hemorrhage,2.00E-06,0.001096991
HP:0030748,Grade I preterm intraventricular hemorrhage,0.001096324,0.001096324
HP:0032072,Popliteal synovial cyst,0.001095657,0.001095657
HP:0002102,Pleuritis,0.00109499,0.00109499
HP:0008441,Herniation of intervertebral nuclei,0.001092989,0.001092989
HP:0025599,Inferior oblique muscle overaction,0.001092989,0.001092989
HP:0001950,Respiratory alkalosis,0.001091656,0.001091656
HP:0032555,Bounding pulse,0.001089655,0.001089655
HP:0008542,Low-frequency hearing loss,0.001086321,0.001086321
HP:0011726,Persistent fetal circulation,0.001080319,0.001080319
HP:0032166,Unusual gastrointestinal infection,0,0.001080319
HP:0010451,Aplasia/Hypoplasia of the spleen,0,0.001079652
HP:0001746,Asplenia,0.001078985,0.001078985
HP:0003155,Elevated alkaline phosphatase,0.001077652,0.001077652
HP:0011536,Right atrial isomerism,0.001076985,0.001076985
HP:0001166,Arachnodactyly,0.001075651,0.001075651
HP:0011897,Neutrophilia,0.001074984,0.001074984
HP:0006482,Abnormality of dental morphology,0.000297421,0.001072984
HP:0000532,Abnormal chorioretinal morphology,2.67E-06,0.00107165
HP:0009592,Astrocytoma,0.001032972,0.001070316
HP:0002987,Elbow flexion contracture,0.001069649,0.001069649
HP:0100874,Thick hair,0.001068316,0.001068316
HP:0007616,Nevus flammeus nuchae,0.001066982,0.001066982
HP:0009792,Teratoma,0.001024303,0.001065648
HP:0032168,Clostridium difficile colitis,0.001061647,0.001061647
HP:0100871,Abnormality of the palm,0,0.001059646
HP:0004430,Severe combined immunodeficiency,0.001058979,0.001058979
HP:0001998,Neonatal hypoglycemia,0.001056979,0.001056979
HP:0000463,Anteverted nares,0.000884261,0.001055645
HP:0003774,Stage 5 chronic kidney disease,0.001045642,0.001045642
HP:0002023,Anal atresia,0.001045642,0.001045642
HP:0010864,"Intellectual disability, severe",0.001044975,0.001044975
HP:0002006,Facial cleft,0.001043642,0.001043642
HP:0032441,Blood group AB,0.001042975,0.001042975
HP:0001342,Cerebral hemorrhage,0.001042308,0.001042308
HP:0031936,Delayed ability to walk,0.001035639,0.001035639
HP:0011069,Increased number of teeth,0.000949614,0.001034305
HP:0011067,Mesiodens,0.001033639,0.001033639
HP:0001300,Parkinsonism,0.001031638,0.001031638
HP:0000476,Cystic hygroma,0.001022302,0.001030971
HP:0003196,Short nose,0.001028971,0.001028971
HP:0006775,Multiple myeloma,0.001022302,0.001022302
HP:0002777,Tracheal stenosis,0.000994961,0.001021635
HP:0004341,Abnormality of vitamin B12 metabolism,0,0.001019634
HP:0002575,Tracheoesophageal fistula,0.001019634,0.001019634
HP:0004976,Knee dislocation,0.001017634,0.001017634
HP:0000411,Protruding ear,0.001013633,0.001013633
HP:0009725,Bladder neoplasm,8.14E-05,0.001012299
HP:0003563,Decreased LDL cholesterol concentration,0.000324096,0.001012299
HP:0000867,Secondary hyperparathyroidism,0.001012299,0.001012299
HP:0032051,Focal cortical dysplasia type II,0.000993627,0.001010965
HP:0002955,Granulomatosis,0.000492812,0.001006297
HP:0001702,Abnormal tricuspid valve morphology,3.07E-05,0.001006297
HP:0005224,Rectal abscess,0.00100363,0.00100363
HP:0011182,Interictal epileptiform activity,6.27E-05,0.001002963
HP:0020071,Viremia,0.001002963,0.001002963
HP:0003112,Abnormal circulating amino acid concentration,6.67E-07,0.001000962
HP:0025024,Megarectum,0.000998295,0.000998295
HP:0031785,Abnormal eyelid movement,2.67E-06,0.000992293
HP:0001927,Acanthocytosis,0.000990959,0.000990959
HP:0004312,Abnormal reticulocyte morphology,6.67E-07,0.000990292
HP:0030087,Abnormal serum testosterone level,8.67E-06,0.000988292
HP:0030347,Abnormal circulating androgen level,0,0.000988292
HP:0005764,Polyarticular arthritis,0.000987625,0.000987625
HP:0005195,Polyarticular arthropathy,0,0.000987625
HP:0005526,Lymphoid leukemia,0.000987625,0.000987625
HP:0011100,Intestinal atresia,0.000320095,0.000984291
HP:0001709,Third degree atrioventricular block,0.00098229,0.00098229
HP:0001735,Acute pancreatitis,0.00098229,0.00098229
HP:0000212,Gingival overgrowth,0.000981623,0.000981623
HP:0032144,Coffee ground vomitus,0.000981623,0.000981623
HP:0030213,Emotional blunting,0.00098029,0.00098029
HP:0000597,Ophthalmoparesis,0.000114034,0.000978956
HP:0003613,Antiphospholipid antibody positivity,0.000976955,0.000976955
HP:0000543,Optic disc pallor,0.000802904,0.000976955
HP:0002273,Tetraparesis,0.000976955,0.000976955
HP:0033163,Small intestinal bacterial overgrowth,0.000975621,0.000975621
HP:0009179,Deviation of the 5th finger,1.33E-06,0.000974955
HP:0004209,Clinodactyly of the 5th finger,0.000974288,0.000974288
HP:0002190,Choroid plexus cyst,0.000970953,0.000970953
HP:0002885,Medulloblastoma,0.000970287,0.000970287
HP:0000091,Abnormal renal tubule morphology,6.67E-07,0.00096962
HP:0002025,Anal stenosis,0.00096962,0.00096962
HP:0011718,Abnormality of the pulmonary veins,0.000100696,0.00096962
HP:0012282,Morbilliform rash,0.00096962,0.00096962
HP:0008064,Ichthyosis,0.000871591,0.000968953
HP:0033118,Abnormal right ventricular function,2.00E-06,0.000966952
